N�mero;Fuero;Nombre;Tipo de ente;Direcci�n;Localidad;Departamento judicial;Tel�fono;Latitud;Longitud
18;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;ALVEAR 460;QUILMES;QUILMES;42575118;-34.7189483;-58.25717052
19;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;ALVEAR 460;QUILMES;QUILMES;42575118;-34.7189483;-58.25717052
37;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;ALVEAR 460;QUILMES;QUILMES;42544524;-34.7189483;-58.25717052
38;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;ALVEAR 460;QUILMES;QUILMES;42544524;-34.7189483;-58.25717052
48;PENAL;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42575074 int: 241/246;-34.71557;-58.266328
49;PENAL;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42575074 int: 241 / 246;-34.71557;-58.266328
124;PENAL;AYUDANTIA FISCAL - PUNTA INDIO;AYUDANTIA FISCAL;Calle 26 S/N e/ 31 y Av. Circunvalaci�n 4;PUNTA INDIO;LA PLATA;480076;-35.387032;-57.337732
171;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 1;CAMARA;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21526/21523;-34.7189483;-58.25717052
179;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 2;CAMARA;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21610/21611/21523;-34.7189483;-58.25717052
193;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42570414 int: 21315/21316;-34.721807;-58.261509
194;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42574161 int: 21330/21325;-34.721807;-58.261509
279;CIVIL Y COMERCIAL;CURADURIA OFICIAL;CURADURIA OFICIAL;ARISTOBULO DEL VALLE 855;QUILMES;QUILMES;42533424;-34.7218011;-58.26560162
316;PENAL;DEFENSORIA GENERAL;DEFENSORIA;ALBERDI 233 PISO 4;QUILMES;QUILMES;43507700 int: 706/702/793/761;-34.7166624;-58.26275792
366;PENAL;FISCALIA GENERAL;FISCALIA;HIPOLITO YRIGOYEN 481;QUILMES;QUILMES;43503650;-34.722046;-58.261365
372;PENAL;FISCALIA GENERAL - ADJUNTOS;FISCALIA;HIPOLITO YRIGOYEN 481;QUILMES;QUILMES;43503650;-34.722046;-58.261365
395;PENAL;JUZGADO DE EJECUCION 1;JUZGADO;RODOLFO LOPEZ 171;QUILMES;QUILMES;42579189;-34.7209192;-58.26552312
404;PENAL;JUZGADO DE EJECUCION 2;JUZGADO;BERNARDO DE IRIGOYEN 1284;QUILMES;QUILMES;42249686;-34.7266474;-58.26587732
325;PENAL;EX FISCALIA DE JUICIO;FISCALIA;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200;-34.7377535;-58.39000782
446;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;RODOLFO LOPEZ 176;QUILMES;QUILMES;42247128;-34.7211859;-58.26569462
463;FAMILIA;JUZGADO DE FAMILIA 3;JUZGADO;ALVEAR 480;QUILMES;QUILMES;42240133 int: 21651;-34.7191545;-58.25695722
471;FAMILIA;JUZGADO DE FAMILIA 4;JUZGADO;ALVEAR 480;QUILMES;QUILMES;42240133 int: 21659;-34.7191545;-58.25695722
517;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42243386 int: 21398-21458;-34.721807;-58.261509
537;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42536564 int: 21460;-34.721807;-58.261509
552;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42240123 int: 21428 / 21478/21379;-34.721807;-58.261509
596;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42575074 int: 21218;-34.71557;-58.266328
607;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 2;JUZGADO;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42240123 int: 21270;-34.71557;-58.266328
623;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42575074 int: 21238;-34.71557;-58.266328
627;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 2;JUZGADO;HIPOLITO YRIGOYEN 107;QUILMES;QUILMES;42575074 int: 21229;-34.71557;-58.266328
754;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21552;-34.7189483;-58.25717052
759;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 10;JUZGADO;PAZ 640;QUILMES;QUILMES;42537061 int: 21101-21173;-34.7201849;-58.25240042
785;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21558;-34.7189483;-58.25717052
799;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21561;-34.7189483;-58.25717052
810;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 4;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21568;-34.7189483;-58.25717052
817;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 5;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21579;-34.7189483;-58.25717052
824;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 6;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21505;-34.7189483;-58.25717052
830;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 7;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21698;-34.7189483;-58.25717052
836;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 8;JUZGADO;ALVEAR 465;QUILMES;QUILMES;42240133 int: 21590;-34.7189483;-58.25717052
841;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 9;JUZGADO;CONESA 326;QUILMES;QUILMES;42240133;-34.7167914;-58.25793822
961;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42531315 int: 21394-21389;-34.721807;-58.261509
973;PENAL;JUZGADO EN LO CORRECCIONAL 2;JUZGADO;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42534783 int: 21382-21352-21452;-34.721807;-58.261509
986;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;GABOTO 456;QUILMES;QUILMES;42244865 int: 21481-21454;-34.7222494;-58.26234582
994;PENAL;JUZGADO EN LO CORRECCIONAL 4;JUZGADO;GABOTO 456;QUILMES;QUILMES;42240123 int: 21492-21486;-34.7222494;-58.26234582
999;PENAL;JUZGADO EN LO CORRECCIONAL 5;JUZGADO;VICENTE LOPEZ 1333;QUILMES;QUILMES;42577417;-34.7261483;-58.26354122
267;PENAL;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;Bartolom� Mitre 371;LUJAN;MERCEDES;42-6026;-34.5662978;-59.1176192
1090;LABORAL;TRIBUNAL DEL TRABAJO 1;TRIBUNAL;LEANDRO N. ALEM 430;QUILMES;QUILMES;42531126 int: 21124;-34.7204662;-58.25271212
1097;LABORAL;TRIBUNAL DEL TRABAJO 2;TRIBUNAL;LEANDRO N. ALEM 430;QUILMES;QUILMES;42531055 int: 21123;-34.7204662;-58.25271212
1100;LABORAL;TRIBUNAL DEL TRABAJO 3;TRIBUNAL;LEANDRO N. ALEM 430;QUILMES;QUILMES;42537061 int: 21165;-34.7204662;-58.25271212
1103;LABORAL;TRIBUNAL DEL TRABAJO 4;TRIBUNAL;GARIBALDI 430;QUILMES;QUILMES;42537061 int: 21154;-34.7214368;-58.25212332
1105;LABORAL;TRIBUNAL DEL TRABAJO 5;TRIBUNAL;ALVEAR 838;QUILMES;QUILMES;42530458;-34.7247552;-58.25276962
1122;PENAL;TRIBUNAL EN LO CRIMINAL 1;TRIBUNAL;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42537430;-34.721807;-58.261509
1135;PENAL;TRIBUNAL EN LO CRIMINAL 2;TRIBUNAL;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42240123 int: 21424;-34.721807;-58.261509
1144;PENAL;TRIBUNAL EN LO CRIMINAL 3;TRIBUNAL;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42537465 int: 21487-21415;-34.721807;-58.261509
1152;PENAL;TRIBUNAL EN LO CRIMINAL 4;TRIBUNAL;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;42535751 int: 21374-21375;-34.721807;-58.261509
1158;PENAL;TRIBUNAL EN LO CRIMINAL 5;TRIBUNAL;ALEM 419;QUILMES;QUILMES;42537061 int: 21184;-34.7207999;-58.25479162
1244;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 1;FISCALIA;ALBERDI 233;QUILMES;QUILMES;43507700 int: 758/759/760;-34.7166624;-58.26275792
1251;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 2;FISCALIA;ALBERDI 233;QUILMES;QUILMES;43507700 int: 757;-34.7166624;-58.26275792
1274;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2612;-34.721807;-58.261509
1289;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 10;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2726;-34.721807;-58.261509
1299;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 11;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2728;-34.721807;-58.261509
1304;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 12;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2679;-34.721807;-58.261509
1309;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 13;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2786;-34.721807;-58.261509
1312;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 14;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2616;-34.721807;-58.261509
1316;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 15;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2733;-34.721807;-58.261509
1321;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 16;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2754;-34.721807;-58.261509
1324;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 17;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2721;-34.721807;-58.261509
1326;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 18;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2641;-34.721807;-58.261509
1330;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 19;FISCALIA;HIPOLITO YRIGOYEN 490 PISO 1;QUILMES;QUILMES;40022600 int: 2907/2908;-34.7216962;-58.26161532
1343;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2613;-34.721807;-58.261509
1355;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 20;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2620;-34.721807;-58.261509
1375;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2614;-34.721807;-58.261509
1395;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2615;-34.7673555;-58.22011952
1412;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2609;-34.721807;-58.261509
1429;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 6;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2674;-34.721807;-58.261509
1442;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 7;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2627;-34.721807;-58.261509
1456;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2618;-34.721807;-58.261509
1465;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9;FISCALIA;HIPOLITO YRIGOYEN 475;QUILMES;QUILMES;40022600 int: 2624;-34.721807;-58.261509
1488;PENAL;UNIDAD FUNCIONAL DE DEFENSA - FUERO RESPONSABILIDAD PENAL JUVENIL 1;DEFENSORIA;ALBERDI 233 PISO 1;QUILMES;QUILMES;43507700 int: 764/769;-34.7166624;-58.26275792
1498;PENAL;UNIDAD FUNCIONAL DE DEFENSA - FUERO RESPONSABILIDAD PENAL JUVENIL4;DEFENSORIA;ALBERDI 233;QUILMES;QUILMES;43507700 int: 790/780;-34.7166624;-58.26275792
1500;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA - SALUD MENTAL 5;DEFENSORIA;ALMIRANTE BROWN 533;QUILMES;QUILMES;42534000;-34.720506;-58.25728082
1501;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA - VIOLENCIA FAMILIAR 2;DEFENSORIA;ALMIRANTE BROWN 533;QUILMES;QUILMES;42531111;-34.720506;-58.25728082
1508;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1;DEFENSORIA;ALBERDI 233;QUILMES;QUILMES;43507700 int: 725/726/727;-34.7166624;-58.26275792
1523;PENAL;UNIDAD FUNCIONAL DE DEFENSA 10;DEFENSORIA;ALBERDI 233 PISO 2;QUILMES;QUILMES;43507700 int: 746 / 747 / 775;-34.7166624;-58.26275792
1530;PENAL;UNIDAD FUNCIONAL DE DEFENSA 11;DEFENSORIA;ALBERDI 233 PISO 2;QUILMES;QUILMES;43507700 int: 730/731/745;-34.7166624;-58.26275792
1534;PENAL;UNIDAD FUNCIONAL DE DEFENSA 12;DEFENSORIA;ALBERDI 233 PISO 3;QUILMES;QUILMES;43507700 int: 709/776/779;-34.7166624;-58.26275792
1539;PENAL;UNIDAD FUNCIONAL DE DEFENSA 13;DEFENSORIA;ALBERDI 233 PISO 3;QUILMES;QUILMES;43507700 int: 767/768;-34.7166624;-58.26275792
1541;PENAL;UNIDAD FUNCIONAL DE DEFENSA 14;DEFENSORIA;ALBERDI 233 PISO 2;QUILMES;QUILMES;43507700 int: 734/736;-34.7166624;-58.26275792
1558;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2;DEFENSORIA;ALBERDI 233 PB;QUILMES;QUILMES;43507700 int: 720/721;-34.7166624;-58.26275792
1586;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 3;DEFENSORIA;ALMIRANTE BROWN 533;QUILMES;QUILMES;42531111;-34.720506;-58.25728082
1603;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 4;DEFENSORIA;ALMIRANTE BROWN 533;QUILMES;QUILMES;42534000;-34.720506;-58.25728082
1620;PENAL;UNIDAD FUNCIONAL DE DEFENSA 5;DEFENSORIA;ALBERDI 233 PISO  2;QUILMES;QUILMES;43507700 int: 738/739/740;-34.7166624;-58.26275792
1633;PENAL;UNIDAD FUNCIONAL DE DEFENSA 6;DEFENSORIA;ALBERDI 233 PISO 3;QUILMES;QUILMES;43507700 int: 750/751/752;-34.7166624;-58.26275792
1643;PENAL;UNIDAD FUNCIONAL DE DEFENSA 7;DEFENSORIA;ALBERDI 233 PISO 3;QUILMES;QUILMES;43507700 int: 765/768/707;-34.7166624;-58.26275792
1650;PENAL;UNIDAD FUNCIONAL DE DEFENSA 8;DEFENSORIA;ALBERDI 233 PISO 2;QUILMES;QUILMES;43507700 int: 741/743;-34.7166624;-58.26275792
1657;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 9;DEFENSORIA;ALVEAR 458;QUILMES;QUILMES;42549817;-34.7189483;-58.25717052
1658;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 9;DEFENSORIA;ALVEAR 458;QUILMES;QUILMES;42549817;-34.7189483;-58.25717052
464;FAMILIA;JUZGADO DE FAMILIA 3;JUZGADO;CENTENARIO 1860;BECCAR;SAN ISIDRO;48973179;-34.4612934;-58.52712382
472;FAMILIA;JUZGADO DE FAMILIA 4;JUZGADO;CENTENARIO 1860;BECCAR;SAN ISIDRO;48973180;-34.4612934;-58.52712382
479;FAMILIA;JUZGADO DE FAMILIA 5;JUZGADO;CENTENARIO 1860;BECCAR;SAN ISIDRO;48973181;-34.4612934;-58.52712382
486;FAMILIA;JUZGADO DE FAMILIA 6;JUZGADO;CENTENARIO 1860;BECCAR;SAN ISIDRO;48973182;-34.4612934;-58.52712382
428;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;AV. 12 DE OCTUBRE ENTRE SOLER Y LAS PIEDRAS;PILAR;SAN ISIDRO;4432100;-34.4491701;-58.90048242
448;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;AV. 12 DE OCTUBRE ENTRE SOLER Y LAS PIEDRAS;PILAR;SAN ISIDRO;4427549;-34.4491701;-58.90048242
715;PAZ;JUZGADO DE PAZ;JUZGADO;VERGANI 539;PILAR;SAN ISIDRO;4429564;-34.4574884;-58.91046912
1071;LABORAL;TRIBUNAL DE TRABAJO 7;TRIBUNAL;NAZARRE 1030;PILAR;SAN ISIDRO;4432493;-34.4633188;-58.91250362
727;PAZ;JUZGADO DE PAZ;JUZGADO;3 DE FEBRERO 901;SAN FERNANDO;SAN ISIDRO;47450421;-34.440489;-58.55890112
172;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 1;CAMARA;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26416;-34.468989;-58.512373
180;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 2;CAMARA;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26429;-34.468989;-58.512373
184;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 3;CAMARA;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26573;-34.468989;-58.512373
429;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;BILBAO 912;SAN ISIDRO;SAN ISIDRO;47233276;-34.477977;-58.526149
449;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;BILBAO 912;SAN ISIDRO;SAN ISIDRO;47233279;-34.477977;-58.526149
870;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 1;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26473;-34.468989;-58.512373
876;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 10;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26871;-34.468989;-58.512373
880;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 11;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26521;-34.468989;-58.512373
884;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 12;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26529;-34.468989;-58.512373
887;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 13;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 25531;-34.468989;-58.512373
890;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 14;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26538;-34.468989;-58.512373
892;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 15;JUZGADO;BELGRANO 321;SAN ISIDRO;SAN ISIDRO;48973253;-34.4698785;-58.51126822
894;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 16;JUZGADO;BELGRANO 321;SAN ISIDRO;SAN ISIDRO;48973277;-34.4698785;-58.51126822
900;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 2;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400;-34.468989;-58.512373
910;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 3;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26486;-34.468989;-58.512373
913;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 4;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26487;-34.468989;-58.512373
917;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 5;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26496;-34.468989;-58.512373
921;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 6;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26499/26501;-34.468989;-58.512373
924;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 7;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26503;-34.468989;-58.512373
928;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 8;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26510;-34.468989;-58.512373
933;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 9;JUZGADO;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26513;-34.468989;-58.512373
938;CONTENCIOSO ADMINISTRATIVO;JUZGADO EN LO CONTENCIOSO ADMINISTRATIVO 1;JUZGADO;BILBAO 912 PISO 2;SAN ISIDRO;SAN ISIDRO;47239127;-34.477977;-58.526149
941;CONTENCIOSO ADMINISTRATIVO;JUZGADO EN LO CONTENCIOSO ADMINISTRATIVO 2;JUZGADO;BILBAO 912 PISO 2;SAN ISIDRO;SAN ISIDRO;48591499;-34.477977;-58.526149
1049;LABORAL;TRIBUNAL DE TRABAJO 1;TRIBUNAL;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26581;-34.468989;-58.512373
1055;LABORAL;TRIBUNAL DE TRABAJO 2;TRIBUNAL;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26586;-34.468989;-58.512373
1060;LABORAL;TRIBUNAL DE TRABAJO 3;TRIBUNAL;ITUZAINGO 340;SAN ISIDRO;SAN ISIDRO;47326400 int: 26592/26593;-34.468989;-58.512373
1065;LABORAL;TRIBUNAL DE TRABAJO 4;TRIBUNAL;TERRERO 54;SAN ISIDRO;SAN ISIDRO;47433472 int: 138;-34.4737197;-58.51436282
1067;LABORAL;TRIBUNAL DE TRABAJO 5;TRIBUNAL;TERRERO 54;SAN ISIDRO;SAN ISIDRO;47478875 int: 112;-34.4737197;-58.51436282
1070;LABORAL;TRIBUNAL DE TRABAJO 6;TRIBUNAL;MAIPU 19;SAN ISIDRO;SAN ISIDRO;47321672;-34.4698657;-58.51650062
430;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;CAZON 510;TIGRE;SAN ISIDRO;47317310;-34.430916;-58.570721
450;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;CAZON 510;TIGRE;SAN ISIDRO;47317320;-34.430916;-58.570721
732;PAZ;JUZGADO DE PAZ;JUZGADO;AV. LIBERTADOR GENERAL SAN MARTIN 254;TIGRE;SAN ISIDRO;47310844;-34.4207991;-58.58404222
736;PAZ;JUZGADO DE PAZ;JUZGADO;MAIPU 2965;VICENTE LOPEZ;SAN ISIDRO;47111469;-34.5084696;-58.49202282
657;PAZ;JUZGADO DE PAZ;JUZGADO;BONIFACINI 5205;CASEROS;SAN MART�N;45875604;-34.598779;-58.570782
695;PAZ;JUZGADO DE PAZ;JUZGADO;LAVALLE 2282;JOS� C PAZ;SAN MART�N;430376;-34.5256;-58.755146
700;PAZ;JUZGADO DE PAZ;JUZGADO ;GODOY CRUZ 2252;LOS POLVORINES;SAN MART�N;46602678;-34.50607;-58.695585
323;PENAL;DEFENSORIA PENAL 1;DEFENSORIA;COMODORO RIVADAVIA 100;MALVINAS ARGENTINAS;SAN MART�N;50846300;-34.5206548;-58.71672222
324;PENAL;DEFENSORIA PENAL 2;DEFENSORIA;COMODORO RIVADAVIA 100;MALVINAS ARGENTINAS;SAN MART�N;50846300;-34.5206548;-58.71672222
1028;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;44516998;-34.5206548;-58.71672222
1730;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 18;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846345;-34.5206548;-58.71672222
1732;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 19;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846300 int: 320;-34.5206548;-58.71672222
1738;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 20;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846300 int: 340;-34.5206548;-58.71672222
